occurrence_no	record_type	reid_no	flags	collection_no	identified_name	identified_rank	identified_no	difference	accepted_name	accepted_rank	accepted_no	early_interval	late_interval	max_ma	min_ma	reference_no
828945	occ			78518	Brachydelphis mazeasi	species	64569		Brachydelphis mazeasi	species	64569	Messinian		7.246	5.333	30755
829278	occ			91435	Xyophorus cf. bondesioi	species	153976	recombined as	Mcdonaldocnus bondesioi	species	153976	Burdigalian	Langhian	20.44	13.82	30720
829336	occ			91435	Palyeidodon obtusum	species	153986		Palyeidodon obtusum	species	153986	Burdigalian	Langhian	20.44	13.82	30720
829339	occ	32728		91435	Hegetotherium n. sp. cerdasensis	species	346725		Hegetotherium cerdasensis	species	346725	Burdigalian	Langhian	20.44	13.82	60411
832663	occ			92299	Pteronura brasiliensis	species	156976		Pteronura brasiliensis	species	231845	Late Pleistocene		0.126	0.0117	31109
837020	occ			92813	Gracilinanus sp.	genus	159124		Gracilinanus	genus	159124	Pleistocene	Holocene	2.588	0	31331
837021	occ			92813	Monodelphis domestica	species	231479		Monodelphis domestica	species	231478	Pleistocene	Holocene	2.588	0	31331
837022	occ			92813	Thylamys macrura	species	39991	misspelling of, species not entered	Thylamys	genus	39991	Pleistocene	Holocene	2.588	0	31331
837023	occ			92813	Thylamys sp.	genus	39991		Thylamys	genus	39991	Pleistocene	Holocene	2.588	0	31331
837024	occ			92813	Akodon sp.	genus	41728		Akodon	genus	41728	Pleistocene	Holocene	2.588	0	31331
837025	occ			92813	Bolomys sp.	genus	41744		Bolomys	genus	41744	Pleistocene	Holocene	2.588	0	31331
837026	occ			92813	Calomys sp.	genus	41746		Calomys	genus	104810	Pleistocene	Holocene	2.588	0	31331
837027	occ			92813	Holochilus brasiliensis	species	231637		Holochilus brasiliensis	species	231636	Pleistocene	Holocene	2.588	0	31331
837028	occ			92813	Kunsia tomentosus	species	380021		Kunsia tomentosus	species	380021	Pleistocene	Holocene	2.588	0	31331
837029	occ			92813	Oligoryzomys sp.	genus	159122		Oligoryzomys	genus	159122	Pleistocene	Holocene	2.588	0	31331
837030	occ			92813	Scapteromys tumidus	species	231631		Scapteromys tumidus	species	231630	Pleistocene	Holocene	2.588	0	31331
837031	occ			92813	Carterodon sulcidens	species	423319		Carterodon sulcidens	species	423319	Pleistocene	Holocene	2.588	0	31331
837032	occ			92813	Clyomys sp.	genus	159141		Clyomys	genus	159141	Pleistocene	Holocene	2.588	0	31331
837033	occ			92813	Thrichomys apereoides	species	159142	species not entered	Thrichomys	genus	159142	Pleistocene	Holocene	2.588	0	31331
837034	occ			92813	Cavia sp.	genus	42111		Cavia	genus	42111	Pleistocene	Holocene	2.588	0	31331
837035	occ			92814	Dasypus sp.	genus	43535		Dasypus	genus	43535	Pleistocene	Holocene	2.588	0	31331
837036	occ			92814	Euphractus sexcinctus	species	233574		Euphractus sexcinctus	species	104179	Pleistocene	Holocene	2.588	0	31331
837037	occ			92814	Propraopus sp.	genus	43552		Propraopus	genus	43552	Pleistocene	Holocene	2.588	0	31331
837038	occ			92814	Pampatherium sp.	genus	43546		Pampatherium	genus	43546	Pleistocene	Holocene	2.588	0	31331
837039	occ			92814	Glossotherium sp.	genus	43634		Glossotherium	genus	43634	Pleistocene	Holocene	2.588	0	31331
837040	occ			92814	Mylodonopsis ibseni	species	159126		Mylodonopsis ibseni	species	159126	Pleistocene	Holocene	2.588	0	31331
837041	occ			92814	Eremotherium sp.	genus	43611		Eremotherium	genus	43611	Pleistocene	Holocene	2.588	0	31331
837042	occ			92814	Glyptodon sp.	genus	43576		Glyptodon	genus	43576	Pleistocene	Holocene	2.588	0	31331
837043	occ			92814	Smilodon populator	species	51618		Smilodon populator	species	51618	Pleistocene	Holocene	2.588	0	31331
837044	occ			92814	Equus sp.	genus	42996		Equus	genus	42996	Pleistocene	Holocene	2.588	0	31331
837045	occ			92814	Tapirus sp.	genus	43137		Tapirus	genus	43137	Pleistocene	Holocene	2.588	0	31331
837046	occ			92814	Xenorhinotherium sp.	genus	159139		Xenorhinotherium	genus	159139	Pleistocene	Holocene	2.588	0	31331
837048	occ			92814	Tayassu sp.	genus	42440		Tayassu	genus	42440	Pleistocene	Holocene	2.588	0	31331
837049	occ			92814	Mazama sp.	genus	47951		Mazama	genus	47951	Pleistocene	Holocene	2.588	0	31331
837050	occ			92814	Ozotoceros sp.	genus	42683		Ozotoceros	genus	42683	Pleistocene	Holocene	2.588	0	31331
837051	occ			92814	Palaeolama major	species	273839	recombined as	Palaeolama (Palaeolama) major	species	273839	Pleistocene	Holocene	2.588	0	31331
837052	occ			92814	Toxodon platensis	species	117319		Toxodon platensis	species	117319	Pleistocene	Holocene	2.588	0	31331
837053	occ			92815	Gracilinanus sp.	genus	159124		Gracilinanus	genus	159124	Pleistocene	Holocene	2.588	0	31331
837054	occ			92815	Marmosa sp.	genus	39970		Marmosa	genus	39970	Pleistocene	Holocene	2.588	0	31331
837055	occ			92815	Tapirus sp.	genus	43137		Tapirus	genus	43137	Pleistocene	Holocene	2.588	0	31331
840436	occ			63515	Propraopus sulcatus	species	161170		Propraopus sulcatus	species	161169	Late Pleistocene		0.126	0.0117	31501
840437	occ			63515	Sigmodon hispidus	species	51548		Sigmodon hispidus	species	51548	Late Pleistocene		0.126	0.0117	31501
840438	occ			63515	Calomys hummelinki	species	41746	species not entered	Calomys	genus	104810	Late Pleistocene		0.126	0.0117	31501
840439	occ			63515	Holochilus sciureus	species	380038		Holochilus sciureus	species	380038	Late Pleistocene		0.126	0.0117	31501
840440	occ			63515	Heteromys anomalus	species	46952	species not entered	Heteromys	genus	46952	Late Pleistocene		0.126	0.0117	31501
840441	occ			63515	Proechimys cf. poliopus	species	159117	species not entered	Proechimys	genus	159117	Late Pleistocene		0.126	0.0117	31501
840442	occ			63515	Echimys sp.	genus	233839		Echimys	genus	233839	Late Pleistocene		0.126	0.0117	31501
840443	occ			63515	Neochoerus sp.	genus	42131		Neochoerus	genus	42131	Late Pleistocene		0.126	0.0117	31501
840445	occ			63515	Protocyon troglodytes	species	250733		Protocyon troglodytes	species	250733	Late Pleistocene		0.126	0.0117	46993
840446	occ			63515	Protocyon sp.	genus	41238		Protocyon	genus	41238	Late Pleistocene		0.126	0.0117	46993
840447	occ			63515	Urocyon cinereoargenteus	species	52594		Urocyon cinereoargenteus	species	44832	Late Pleistocene		0.126	0.0117	31501
841087	occ			93235	Eremotherium laurillardi	species	46312		Eremotherium laurillardi	species	48051	Late Pleistocene	Holocene	0.126	0	31515
841088	occ			93235	Smilodon populator	species	51618		Smilodon populator	species	51618	Late Pleistocene	Holocene	0.126	0	31515
841089	occ			93235	Stegomastodon waringi	species	252389	subjective synonym of	Notiomastodon platensis	species	117324	Late Pleistocene	Holocene	0.126	0	31515
841090	occ	34993		93235	Glyptotherium sp.	genus	43577		Glyptotherium	genus	43577	Late Pleistocene	Holocene	0.126	0	66421
841091	occ			93235	Pachyarmatherium n. sp. brasiliense	species	161234		Pachyarmatherium brasiliense	species	161234	Late Pleistocene	Holocene	0.126	0	31515
841318	occ			93265	Tapirus n. sp. mesopotamicus	species	161429		Tapirus mesopotamicus	species	161429	Late Pleistocene		0.126	0.0117	31533
841326	occ			93267	Megatherium americanum	species	83805		Megatherium americanum	species	83805	Holocene		0.0117	0	31534
841327	occ			93267	Neosclerocalyptus sp.	genus	117307		Neosclerocalyptus	genus	117307	Holocene		0.0117	0	31534
841328	occ			93267	Doedicurus sp.	genus	43572		Doedicurus	genus	43572	Holocene		0.0117	0	31534
841329	occ			93267	Tayassu sp.	genus	42440		Tayassu	genus	42440	Holocene		0.0117	0	31534
841331	occ			93267	Lagostomus maximus	species	231487		Lagostomus maximus	species	231486	Holocene		0.0117	0	31534
841332	occ			93267	Dolichotis patagonum	species	231492		Dolichotis patagonum	species	231491	Holocene		0.0117	0	31534
841333	occ			93267	Dusicyon sp.	genus	41209		Dusicyon	genus	41209	Holocene		0.0117	0	31534
841334	occ			93267	Chaetophractus villosus	species	83806		Chaetophractus villosus	species	83806	Holocene		0.0117	0	31534
841335	occ			93267	Zaedyus pichiy	species	83728		Zaedyus pichiy	species	83728	Holocene		0.0117	0	31534
850686	occ			94555	n. gen. Laventiana n. sp. annectens	species	163990	recombined as	Dolichocebus annectens	species	163990	Laventan	Mayoan	13.8	10	32171
858034	occ			13501	n. gen. Alcidedorbignya n. sp. inopinata	species	165549		Alcidedorbignya inopinata	species	165549	Danian		66	61.6	32438
858935	occ			95373	Brachydelphis sp.	genus	36685		Brachydelphis	genus	36685	Tortonian		11.62	7.246	32455
860704	occ			95644	Branisella boliviana	species	165990		Branisella boliviana	species	165990	Deseadan		29	21	32479
860705	occ			95645	n. gen. Chilecebus n. sp. carrascoensis	species	165994		Chilecebus carrascoensis	species	165994	Colhuehuapian		21	17.5	32480
860708	occ			27311	Dolichocebus gaimanensis	species	100572		Dolichocebus gaimanensis	species	100572	Colhuehuapian		21	17.5	46095
861166	occ			95688	n. gen. Branisella n. sp. boliviana	species	165990		Branisella boliviana	species	165990	Deseadan		29	21	32499
861168	occ			95688	Trachytherus n. sp. alloxus	species	247970		Trachytherus alloxus	species	247970	Deseadan		29	21	43122
861169	occ			95688	n. gen. Pascualihippus n. sp. boliviensis	species	247994		Pascualihippus boliviensis	species	247994	Deseadan		29	21	43125
861170	occ			95688	Archaeohyrax n. sp. suniensis	species	265166		Archaeohyrax suniensis	species	265166	Deseadan		29	21	32499
861171	occ			95688	n. gen. Sallatherium n. sp. altiplanense	species	71915		Sallatherium altiplanense	species	71915	Deseadan		29	21	16747
861172	occ			95688	Glyptatelus sp.	genus	43575		Glyptatelus	genus	43575	Deseadan		29	21	42787
865410	occ	23091		95914	n. gen. Monotrematum n. sp. sudamericanum	species	166672		Monotrematum sudamericanum	species	166672	Danian		66	61.6	32577
865415	occ	26144		95914	Sudamerica ameghinoi	species	206773		Sudamerica ameghinoi	species	206773	Danian		66	61.6	38685
865417	occ	27457		95914	n. gen. Raulvaccia n. sp. peligrensis	species	246794		Raulvaccia peligrensis	species	246794	Danian		66	61.6	42896
873073	occ			96800	n. gen. Leviathan n. sp. melvillei	species	168740	recombined as	Livyatan melvillei	species	168740	Tortonian		11.62	7.246	37792
877663	occ			90021	n. gen. Supayacetus n. sp. muizoni	species	199245		Supayacetus muizoni	species	199245	Bartonian		41.3	38	36484
877664	occ			90022	n. gen. Ocucajea n. sp. picklingi	species	199247		Ocucajea picklingi	species	199247	Bartonian		41.3	38	36484
880425	occ			92751	Ribodon sp.	genus	36898		Ribodon	genus	36898	Late Miocene		11.608	5.333	33351
880426	occ			92751	Saurocetes sp.	genus	63502		Saurocetes	genus	63502	Late Miocene		11.608	5.333	33351
899241	occ			100126	Plesiocetopsis sp.	genus	81064		Plesiocetopsis	genus	36816	Neogene		23.03	2.588	34357
899242	occ			100127	Morenocetus sp.	genus	36776		Morenocetus	genus	36776	Middle Miocene	Pliocene	15.97	2.588	34357
899246	occ			100132	Globicephala sp.	genus	36721		Globicephala	genus	36721	Middle Miocene	Late Pliocene	15.97	2.588	34357
899248	occ			56686	Pliopontos sp.	genus	36818		Pliopontos	genus	36818	Zanclean		5.333	3.6	34357
899249	occ			80365	Pliopontos sp.	genus	36818		Pliopontos	genus	36818	Late Miocene		11.608	5.333	34357
899250	occ			80365	Pontistes sp.	genus	36820		Pontistes	genus	36820	Late Miocene		11.608	5.333	34357
899251	occ			80365	Balaenoptera sp.	genus	36678		Balaenoptera	genus	36678	Late Miocene		11.608	5.333	34357
899252	occ			100133	Balaenoptera sp.	genus	36678		Balaenoptera	genus	36678	Middle Miocene	Late Pliocene	15.97	2.588	34357
899253	occ			100134	Balaenoptera sp.	genus	36678		Balaenoptera	genus	36678	Middle Miocene	Late Pliocene	15.97	2.588	34357
908352	occ	23710		55599	Properiptychus argentinus	species	81241		Properiptychus argentinus	species	174691	Serravallian		13.82	11.62	34716
914582	occ			103804	cf. Peltephilus sp.	genus	43550		Peltephilus	genus	43550	Santacrucian		17.5	16.3	34887
914583	occ			103804	n. gen. Parapropalaehoplophorus n. sp. septentrionalis	species	176101		Parapropalaehoplophorus septentrionalis	species	176101	Santacrucian		17.5	16.3	34887
914584	occ			103804	Stenotatus sp.	genus	43560		Stenotatus	genus	43560	Santacrucian		17.5	16.3	34887
914833	occ			103804	Neoreomys sp.	genus	42086		Neoreomys	genus	42086	Santacrucian		17.5	16.3	34887
914834	occ			103804	Acarechimys sp.	genus	42052		Acarechimys	genus	42052	Santacrucian		17.5	16.3	34887
914836	occ			103804	Nesodon imbricatus	species	240095		Nesodon imbricatus	species	240095	Santacrucian		17.5	16.3	34887
914837	occ			103804	Adinotherium sp.	genus	43391		Adinotherium	genus	43391	Santacrucian		17.5	16.3	34887
914839	occ			103804	Altitypotherium paucidens	species	258861		Altitypotherium paucidens	species	258861	Santacrucian		17.5	16.3	34887
914840	occ			103804	Altitypotherium chucalensis	species	258868		Altitypotherium chucalensis	species	258868	Santacrucian		17.5	16.3	34887
914841	occ			103804	Eotypotherium chico	species	258969		Eotypotherium chico	species	258969	Santacrucian		17.5	16.3	34887
914842	occ			103804	Hegetotherium cf. mirabile	species	242972		Hegetotherium mirabile	species	242972	Santacrucian		17.5	16.3	34887
914843	occ	28181		103804	Theosodon sp.	genus	43503		Theosodon	genus	43503	Santacrucian		17.5	16.3	44887
935839	occ			107828	Arctotherium (Pararctotherium) brasiliense	species	182927		Arctotherium (Pararctotherium) brasiliense	species	182926	Pleistocene	Holocene	2.588	0	35862
936216	occ			107992	Pericotoxodon cf. platignathus	species	269368		Pericotoxodon platignathus	species	269368	Laventan		13.8	11.8	35880
936217	occ		F	107992	Miocochilius sp.	genus	43418		Miocochilius	genus	43418	Laventan		13.8	11.8	35880
936218	occ			107992	aff. Theosodon sp.	genus	43503		Theosodon	genus	43503	Laventan		13.8	11.8	35880
936222	occ			107993	Xenastrapotherium ? sp.	genus	43466		Xenastrapotherium	genus	43466	Laventan		13.8	11.8	35880
942243	occ			67434	n. gen. Henosferus n. sp. molus	species	185170		Henosferus molus	species	185170	Middle Toarcian	Late Toarcian	182	175.6	36099
959431	occ	33422		112290	n. gen. Mystacodon n. sp. selenensis	species	353130		Mystacodon selenensis	species	353130	Priabonian		38	33.9	62283
960399	occ			58454	cf. Metaxytherium sp.	genus	36890		Metaxytherium	genus	36890	Langhian	Serravallian	15.97	11.62	36647
960406	occ			65163	cf. Rytiodus sp.	genus	36899		Rytiodus	genus	36899	Early Miocene		23.03	15.97	36647
960428	occ			112577	Dioplotherium allisoni	species	53131		Dioplotherium allisoni	species	65049	Early Miocene		23.03	15.97	36658
960873	occ			65162	Dioplotherium allisoni	species	53131		Dioplotherium allisoni	species	65049	Early Miocene		23.03	15.97	36658
960874	occ			65162	Metaxitherium sp.	genus	146886	misspelling of, obsolete variant of	Metaxytherium	genus	36890	Early Miocene		23.03	15.97	36658
960875	occ			65162	Rytiodus sp.	genus	36899		Rytiodus	genus	36899	Early Miocene		23.03	15.97	36658
961039	occ			112590	Dioplotherium allisoni	species	53131		Dioplotherium allisoni	species	65049	Early Miocene		23.03	15.97	36658
961040	occ			112590	Metaxitherium sp.	genus	146886	misspelling of, obsolete variant of	Metaxytherium	genus	36890	Early Miocene		23.03	15.97	36658
961041	occ			112590	Rytiodus sp.	genus	36899		Rytiodus	genus	36899	Early Miocene		23.03	15.97	36658
961209	occ			58454	Dioplotherium allisoni	species	53131		Dioplotherium allisoni	species	65049	Langhian	Serravallian	15.97	11.62	36658
961210	occ			58454	Metaxitherium sp.	genus	146886	misspelling of, obsolete variant of	Metaxytherium	genus	36890	Langhian	Serravallian	15.97	11.62	36658
961211	occ			58454	Rytiodus sp.	genus	36899		Rytiodus	genus	36899	Langhian	Serravallian	15.97	11.62	36658
964136	occ			113413	Neosclerocalyptus n. sp. gouldi	species	394810		Neosclerocalyptus gouldi	species	394810	Middle Pleistocene		0.781	0.126	36809
964138	occ			113415	Neoglyptatelus sp.	genus	188863		Neoglyptatelus	genus	188863	Late Miocene		11.608	5.333	36810
964380	occ			113472	Glyptodon clavipes	species	83804		Glyptodon clavipes	species	83804	Pleistocene	Holocene	2.588	0	36821
964381	occ			113472	Galea spixii	species	197860		Galea spixii	species	197859	Pleistocene	Holocene	2.588	0	36821
964406	occ			113479	Glyptodon sp.	genus	43576		Glyptodon	genus	43576	Pleistocene		2.588	0.0117	36823
964800	occ		F	63884	Pachyarmatherium n. sp. tenebris	species	332581		Pachyarmatherium tenebris	species	332581	Pleistocene		2.588	0.0117	36870
964801	occ			63884	Glyptodon clavipes	species	83804		Glyptodon clavipes	species	83804	Pleistocene		2.588	0.0117	36870
964802	occ		F	113601	Pachyarmatherium n. sp. tenebris	species	332581		Pachyarmatherium tenebris	species	332581	Lujanian		0.781	0.012	36870
964803	occ			113601	Propraopus sulcatus	species	161170		Propraopus sulcatus	species	161169	Lujanian		0.781	0.012	36870
964804	occ			113601	Holmesina occidentalis	species	137144		Holmesina occidentalis	species	137143	Lujanian		0.781	0.012	36870
964805	occ			113601	Glyptodon clavipes	species	83804		Glyptodon clavipes	species	83804	Lujanian		0.781	0.012	36870
967883	occ			114473	n. gen. Boreostemma n. sp. pliocena	species	197862		Boreostemma pliocena	species	197862	Messinian	Zanclean	7.246	3.6	37106
967887	occ			114475	Glyptotherium cf. cylindricum	species	46666		Glyptotherium cylindricum	species	55021	Late Pleistocene		0.126	0.0117	37107
967890	occ			114477	Glyptotherium cf. cylindricum	species	46666		Glyptotherium cylindricum	species	55021	Late Pleistocene		0.126	0.0117	37107
968747	occ			114697	Neoglyptatelus n. sp. sincelejanus	species	269832		Neoglyptatelus sincelejanus	species	269832	Pliocene		5.333	2.588	37161
968748	occ			114698	Neosclerocalyptus cf. paskoensis	species	394809		Neosclerocalyptus paskoensis	species	394809	Late Pleistocene		0.126	0.0117	37162
968749	occ			114698	Glyptodon sp.	genus	43576		Glyptodon	genus	43576	Late Pleistocene		0.126	0.0117	37162
968750	occ			114698	Pampatherium sp.	genus	43546		Pampatherium	genus	43546	Late Pleistocene		0.126	0.0117	37162
968751	occ			114698	Pampatherium typum	species	137142	obsolete variant of	Pampatherium typus	species	137141	Late Pleistocene		0.126	0.0117	37162
968752	occ			114698	Megatherium sp.	genus	43616		Megatherium	genus	43616	Late Pleistocene		0.126	0.0117	37162
